year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,foster_home,group_home,relative,residential_treatment,foster_home_rate,group_home_rate,relative_rate,residential_treatment_rate
1998,27,53.0,Ford,11,Central,Mostly Urban,41.8,1579,0.0,7.0,0.0,0.0,0.0,443.3,0.0,0.0
1998,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,3839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,29,57.0,Fulton,9,Central,Mostly Rural,60.0,3622,0.0,1.0,1.0,3.0,0.0,27.6,27.6,82.8
1998,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,31,61.0,Greene,7,Central,Mostly Rural,70.8,1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,34,67.0,Hancock,9,Central,Mostly Rural,71.0,2188,0.0,0.0,1.0,0.0,0.0,0.0,45.7,0.0
1998,35,69.0,Hardin,2,Southern,Completely Rural,100.0,406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,36,71.0,Henderson,9,Central,Mostly Rural,99.7,829,1.0,0.0,0.0,0.0,120.6,0.0,0.0,0.0
1998,37,73.0,Henry,14,Central,Mostly Rural,50.3,5567,1.0,0.0,0.0,11.0,18.0,0.0,0.0,197.6
1998,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3445,0.0,0.0,3.0,0.0,0.0,0.0,87.1,0.0
1998,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,4642,1.0,5.0,0.0,12.0,21.5,107.7,0.0,258.5
1998,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,1214,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82.4
1998,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,4094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2389,1.0,0.0,3.0,0.0,41.9,0.0,125.6,0.0
1998,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,2223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,44,87.0,Johnson,1,Southern,Completely Rural,100.0,980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,43418,0.0,0.0,0.0,29.0,0.0,0.0,0.0,66.8
1998,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,11171,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0
1998,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,5879,1.0,0.0,0.0,1.0,17.0,0.0,0.0,17.0
1998,48,95.0,Knox,9,Central,Mostly Urban,24.3,5137,0.0,1.0,0.0,0.0,0.0,19.5,0.0,0.0
1998,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,67339,2.0,0.0,0.0,5.0,3.0,0.0,0.0,7.4
1998,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,11612,0.0,5.0,0.0,79.0,0.0,43.1,0.0,680.3
1998,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1485,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.3
1998,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3819,0.0,2.0,0.0,4.0,0.0,52.4,0.0,104.7
1998,53,105.0,Livingston,11,Central,Mostly Urban,40.8,4235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.6
1998,54,107.0,Logan,11,Central,Mostly Urban,39.9,2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,55,109.0,McDonough,9,Central,Mostly Urban,29.5,2480,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.3
1998,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,28598,0.0,0.0,0.0,24.0,0.0,0.0,0.0,83.9
1998,57,113.0,McLean,11,Central,Mostly Urban,16.5,13187,0.0,15.0,0.0,2.0,0.0,113.7,0.0,15.2
1998,58,115.0,Macon,6,Central,Mostly Urban,15.3,11593,6.0,5.0,0.0,1.0,51.8,43.1,0.0,8.6
1998,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,5189,0.0,1.0,0.0,1.0,0.0,19.3,0.0,19.3
1998,60,119.0,Madison,3,Southern,Mostly Urban,13.3,26314,2.0,2.0,0.0,2.0,7.6,7.6,0.0,7.6
1998,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,62,123.0,Marshall,10,Central,Completely Rural,100.0,1271,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.7
1998,63,125.0,Mason,8,Central,Mostly Rural,77.5,1689,0.0,0.0,1.0,0.0,0.0,0.0,59.2,0.0
1998,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,65,129.0,Menard,8,Central,Mostly Rural,75.7,1398,0.0,0.0,1.0,3.0,0.0,0.0,71.5,214.6
1998,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1847,0.0,1.0,2.0,1.0,0.0,54.1,108.3,54.1
1998,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,2950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,3077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,69,137.0,Morgan,7,Central,Mostly Urban,36.2,3586,0.0,0.0,0.0,2.0,0.0,0.0,0.0,55.8
1998,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,5831,1.0,15.0,0.0,1.0,17.1,257.2,0.0,17.1
1998,72,143.0,Peoria,10,Central,Mostly Urban,14.6,17992,2.0,0.0,1.0,28.0,11.1,0.0,5.6,155.6
1998,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2163,0.0,0.0,1.0,0.0,0.0,0.0,46.2,0.0
1998,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,75,149.0,Pike,8,Central,Mostly Rural,72.3,1801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,76,151.0,Pope,1,Southern,Completely Rural,100.0,413,0.0,0.0,1.0,0.0,0.0,0.0,242.1,0.0
1998,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,884,1.0,0.0,0.0,1.0,113.1,0.0,0.0,113.1
1998,78,155.0,Putnam,10,Central,Completely Rural,100.0,638,1.0,0.0,1.0,0.0,156.7,0.0,156.7,0.0
1998,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,3240,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.9
1998,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.3
1998,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,14501,16.0,0.0,0.0,47.0,110.3,0.0,0.0,324.1
1998,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,29094,1.0,3.0,0.0,4.0,3.4,10.3,0.0,13.7
1998,83,165.0,Saline,1,Southern,Mostly Urban,43.7,2743,0.0,0.0,1.0,10.0,0.0,0.0,36.5,364.6
1998,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,18946,2.0,8.0,15.0,7.0,10.6,42.2,79.2,36.9
1998,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,86,171.0,Scott,7,Central,Completely Rural,100.0,574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,88,175.0,Stark,10,Central,Completely Rural,100.0,665,0.0,1.0,1.0,7.0,0.0,150.4,150.4,1052.6
1998,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,5178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,12957,1.0,1.0,1.0,4.0,7.7,7.7,7.7,30.9
1998,91,181.0,Union,1,Southern,Mostly Rural,65.9,1823,1.0,2.0,0.0,5.0,54.9,109.7,0.0,274.3
1998,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,8480,1.0,0.0,0.0,2.0,11.8,0.0,0.0,23.6
1998,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1340,0.0,2.0,0.0,0.0,0.0,149.3,0.0,0.0
1998,94,187.0,Warren,9,Central,Mostly Urban,45.5,1919,0.0,0.0,1.0,3.0,0.0,0.0,52.1,156.3
1998,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1719,0.0,0.0,1.0,2.0,0.0,0.0,58.2,116.3
1998,97,193.0,White,2,Southern,Mostly Rural,62.0,1473,0.0,1.0,0.0,0.0,0.0,67.9,0.0,0.0
1998,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,6286,0.0,1.0,6.0,4.0,0.0,15.9,95.5,63.6
1998,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,52763,4.0,3.0,17.0,12.0,7.6,5.7,32.2,22.7
1998,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,28399,6.0,7.0,42.0,52.0,21.1,24.6,147.9,183.1
1998,102,203.0,Woodford,11,Central,Mostly Rural,54.9,3987,0.0,0.0,3.0,4.0,0.0,0.0,75.2,100.3
1999,1,1.0,Adams,8,Central,Mostly Urban,32.6,7039,4.0,0.0,5.0,16.0,56.8,0.0,71.0,227.3
1999,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1555,2.0,0.0,1.0,0.0,128.6,0.0,64.3,0.0
1999,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,4821,1.0,2.0,1.0,12.0,20.7,41.5,20.7,248.9
1999,5,9.0,Brown,8,Central,Mostly Urban,41.1,510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,6,11.0,Bureau,13,Central,Mostly Rural,57.4,3688,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.1
1999,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,501,1.0,4.0,0.0,0.0,199.6,798.4,0.0,0.0
1999,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1779,2.0,0.0,0.0,0.0,112.4,0.0,0.0,0.0
1999,9,17.0,Cass,8,Central,Mostly Rural,52.1,1360,1.0,0.0,1.0,0.0,73.5,0.0,73.5,0.0
1999,10,19.0,Champaign,6,Central,Mostly Urban,12.7,14661,14.0,4.0,9.0,23.0,95.5,27.3,61.4,156.9
1999,11,21.0,Christian,4,Central,Mostly Urban,43.5,3507,2.0,0.0,2.0,0.0,57.0,0.0,57.0,0.0
1999,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1725,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0
1999,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1411,0.0,7.0,1.0,5.0,0.0,496.1,70.9,354.4
1999,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,15,29.0,Coles,5,Central,Mostly Urban,24.3,4254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,523102,38.0,168.0,630.0,1059.0,7.3,32.1,120.4,202.4
1999,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,2062,0.0,3.0,1.0,5.0,0.0,145.5,48.5,242.5
1999,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,1251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,7922,0.0,0.0,0.0,3.0,0.0,0.0,0.0,37.9
1999,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,21,41.0,Douglas,6,Central,Mostly Rural,61.6,2245,0.0,1.0,1.0,2.0,0.0,44.5,44.5,89.1
1999,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,92754,2.0,8.0,4.0,22.0,2.2,8.6,4.3,23.7
1999,23,45.0,Edgar,5,Central,Mostly Rural,51.8,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,24,47.0,Edwards,2,Southern,Completely Rural,100.0,654,0.0,2.0,3.0,1.0,0.0,305.8,458.7,152.9
1999,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,3993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,2167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,27,53.0,Ford,11,Central,Mostly Urban,41.8,1578,0.0,1.0,0.0,4.0,0.0,63.4,0.0,253.5
1999,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,3770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,29,57.0,Fulton,9,Central,Mostly Rural,60.0,3542,0.0,0.0,0.0,2.0,0.0,0.0,0.0,56.5
1999,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,31,61.0,Greene,7,Central,Mostly Rural,70.8,1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,34,67.0,Hancock,9,Central,Mostly Rural,71.0,2137,0.0,0.0,0.0,3.0,0.0,0.0,0.0,140.4
1999,35,69.0,Hardin,2,Southern,Completely Rural,100.0,395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,36,71.0,Henderson,9,Central,Mostly Rural,99.7,808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,37,73.0,Henry,14,Central,Mostly Rural,50.3,5545,1.0,0.0,1.0,9.0,18.0,0.0,18.0,162.3
1999,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3431,0.0,0.0,1.0,0.0,0.0,0.0,29.1,0.0
1999,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,4638,0.0,4.0,0.0,9.0,0.0,86.2,0.0,194.0
1999,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,1195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,4095,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.4
1999,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2392,1.0,0.0,0.0,5.0,41.8,0.0,0.0,209.0
1999,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,2197,0.0,1.0,0.0,0.0,0.0,45.5,0.0,0.0
1999,44,87.0,Johnson,1,Southern,Completely Rural,100.0,960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,44524,1.0,0.0,0.0,25.0,2.2,0.0,0.0,56.1
1999,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,11159,3.0,0.0,2.0,3.0,26.9,0.0,17.9,26.9
1999,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,6056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,48,95.0,Knox,9,Central,Mostly Urban,24.3,5057,0.0,2.0,0.0,1.0,0.0,39.5,0.0,19.8
1999,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,69012,0.0,7.0,0.0,116.0,0.0,10.1,0.0,168.1
1999,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,11626,0.0,0.0,4.0,1.0,0.0,0.0,34.4,8.6
1999,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3789,0.0,3.0,0.0,4.0,0.0,79.2,0.0,105.6
1999,53,105.0,Livingston,11,Central,Mostly Urban,40.8,4248,6.0,0.0,5.0,13.0,141.2,0.0,117.7,306.0
1999,54,107.0,Logan,11,Central,Mostly Urban,39.9,2865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,55,109.0,McDonough,9,Central,Mostly Urban,29.5,2434,6.0,7.0,1.0,2.0,246.5,287.6,41.1,82.2
1999,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,29528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,57,113.0,McLean,11,Central,Mostly Urban,16.5,13402,4.0,3.0,0.0,1.0,29.8,22.4,0.0,7.5
1999,58,115.0,Macon,6,Central,Mostly Urban,15.3,11455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,5200,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.2
1999,60,119.0,Madison,3,Southern,Mostly Urban,13.3,26322,2.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0
1999,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,62,123.0,Marshall,10,Central,Completely Rural,100.0,1262,1.0,0.0,0.0,0.0,79.2,0.0,0.0,0.0
1999,63,125.0,Mason,8,Central,Mostly Rural,77.5,1652,0.0,0.0,0.0,12.0,0.0,0.0,0.0,726.4
1999,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1359,2.0,11.0,0.0,6.0,147.2,809.4,0.0,441.5
1999,65,129.0,Menard,8,Central,Mostly Rural,75.7,1403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,3028,0.0,0.0,1.0,1.0,0.0,0.0,33.0,33.0
1999,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,3038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,69,137.0,Morgan,7,Central,Mostly Urban,36.2,3542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,5901,3.0,16.0,1.0,1.0,50.8,271.1,16.9,16.9
1999,72,143.0,Peoria,10,Central,Mostly Urban,14.6,17866,1.0,0.0,0.0,26.0,5.6,0.0,0.0,145.5
1999,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,75,149.0,Pike,8,Central,Mostly Rural,72.3,1786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,76,151.0,Pope,1,Southern,Completely Rural,100.0,407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,78,155.0,Putnam,10,Central,Completely Rural,100.0,648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,3196,0.0,0.0,1.0,0.0,0.0,0.0,31.3,0.0
1999,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,14370,12.0,0.0,5.0,52.0,83.5,0.0,34.8,361.9
1999,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,28967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,83,165.0,Saline,1,Southern,Mostly Urban,43.7,2721,2.0,4.0,13.0,9.0,73.5,147.0,477.8,330.8
1999,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,18892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,86,171.0,Scott,7,Central,Completely Rural,100.0,567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2432,1.0,3.0,0.0,22.0,41.1,123.4,0.0,904.6
1999,88,175.0,Stark,10,Central,Completely Rural,100.0,658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,5191,0.0,8.0,0.0,1.0,0.0,154.1,0.0,19.3
1999,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,12823,2.0,0.0,1.0,1.0,15.6,0.0,7.8,7.8
1999,91,181.0,Union,1,Southern,Mostly Rural,65.9,1831,0.0,1.0,0.0,0.0,0.0,54.6,0.0,0.0
1999,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,8315,1.0,1.0,0.0,1.0,12.0,12.0,0.0,12.0
1999,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,94,187.0,Warren,9,Central,Mostly Urban,45.5,1893,0.0,0.0,6.0,6.0,0.0,0.0,317.0,317.0
1999,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,97,193.0,White,2,Southern,Mostly Rural,62.0,1454,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.8
1999,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,6201,6.0,0.0,0.0,0.0,96.8,0.0,0.0,0.0
1999,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,54801,2.0,4.0,13.0,0.0,3.6,7.3,23.7,0.0
1999,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,28643,10.0,7.0,37.0,48.0,34.9,24.4,129.2,167.6
1999,102,203.0,Woodford,11,Central,Mostly Rural,54.9,3968,0.0,0.0,0.0,2.0,0.0,0.0,0.0,50.4
2000,1,1.0,Adams,8,Central,Mostly Urban,32.6,7053,1.0,1.0,3.0,7.0,14.2,14.2,42.5,99.2
2000,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1564,0.0,0.0,1.0,0.0,0.0,0.0,63.9,0.0
