year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,addiction,delinquency,mrai,trauncy,addiction_rate,delinquency_rate,mrai_rate,trauncy_rate
1996,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,3381,,2.0,,,,59.2,,
1996,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1719,,13.0,,,,756.3,,
1996,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,14818,,16.0,,,,108.0,,
1996,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,29566,,259.0,,,,876.0,,
1996,83,165.0,Saline,1,Southern,Mostly Urban,43.7,2779,,9.0,,,,323.9,,
1996,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,19162,,17.0,,,,88.7,,
1996,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,752,,0.0,,,,0.0,,
1996,86,171.0,Scott,7,Central,Completely Rural,100.0,581,,0.0,,,,0.0,,
1996,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2499,,14.0,,,,560.2,,
1996,88,175.0,Stark,10,Central,Completely Rural,100.0,686,,17.0,,,,2478.1,,
1996,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,5168,,83.0,,,,1606.0,,
1996,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,13303,,194.0,,,,1458.3,,
1996,91,181.0,Union,1,Southern,Mostly Rural,65.9,1832,,2.0,,,,109.2,,
1996,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,8709,,76.0,,,,872.7,,
1996,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1372,,36.0,,,,2623.9,,
1996,94,187.0,Warren,9,Central,Mostly Urban,45.5,1968,,23.0,,,,1168.7,,
1996,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1704,,3.0,,,,176.1,,
1996,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1740,,6.0,,,,344.8,,
1996,97,193.0,White,2,Southern,Mostly Rural,62.0,1527,,30.0,,,,1964.6,,
1996,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,6495,,3.0,,,,46.2,,
1996,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,49899,,144.0,,,,288.6,,
1996,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5779,,0.0,,,,0.0,,
1996,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,28103,,25.0,,,,89.0,,
1996,102,203.0,Woodford,11,Central,Mostly Rural,54.9,4039,,5.0,,,,123.8,,
1997,1,1.0,Adams,8,Central,Mostly Urban,32.6,7118,,7.0,,,,98.3,,
1997,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1069,,4.0,,,,374.2,,
1997,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1595,,11.0,,,,689.7,,
1997,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,4550,,11.0,,,,241.8,,
1997,5,9.0,Brown,8,Central,Mostly Urban,41.1,516,,0.0,,,,0.0,,
1997,6,11.0,Bureau,13,Central,Mostly Rural,57.4,3808,,50.0,,,,1313.0,,
1997,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,509,,3.0,,,,589.4,,
1997,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1811,,42.0,,,,2319.2,,
1997,9,17.0,Cass,8,Central,Mostly Rural,52.1,1388,,1.0,,,,72.0,,
1997,10,19.0,Champaign,6,Central,Mostly Urban,12.7,14549,,16.0,,,,110.0,,
1997,11,21.0,Christian,4,Central,Mostly Urban,43.5,3572,,77.0,,,,2155.7,,
1997,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1709,,14.0,,,,819.2,,
1997,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1447,,9.0,,,,622.0,,
1997,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3749,,77.0,,,,2053.9,,
1997,15,29.0,Coles,5,Central,Mostly Urban,24.3,4340,,6.0,,,,138.2,,
1997,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,515690,,734.0,,,,142.3,,
1997,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,2080,,10.0,,,,480.8,,
1997,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,1258,,0.0,,,,0.0,,
1997,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,7586,,88.0,,,,1160.0,,
1997,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1692,,0.0,,,,0.0,,
1997,21,41.0,Douglas,6,Central,Mostly Rural,61.6,2277,,4.0,,,,175.7,,
1997,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,89771,,223.0,,,,248.4,,
1997,23,45.0,Edgar,5,Central,Mostly Rural,51.8,2100,,0.0,,,,0.0,,
1997,24,47.0,Edwards,2,Southern,Completely Rural,100.0,689,,1.0,,,,145.1,,
1997,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,3945,,66.0,,,,1673.0,,
1997,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,2207,,29.0,,,,1314.0,,
1997,27,53.0,Ford,11,Central,Mostly Urban,41.8,1589,,0.0,,,,0.0,,
1997,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,3918,,26.0,,,,663.6,,
1997,29,57.0,Fulton,9,Central,Mostly Rural,60.0,3720,,31.0,,,,833.3,,
1997,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,601,,3.0,,,,499.2,,
1997,31,61.0,Greene,7,Central,Mostly Rural,70.8,1639,,1.0,,,,61.0,,
1997,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4048,,27.0,,,,667.0,,
1997,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,862,,1.0,,,,116.0,,
1997,34,67.0,Hancock,9,Central,Mostly Rural,71.0,2220,,8.0,,,,360.4,,
1997,35,69.0,Hardin,2,Southern,Completely Rural,100.0,424,,3.0,,,,707.5,,
1997,36,71.0,Henderson,9,Central,Mostly Rural,99.7,847,,2.0,,,,236.1,,
1997,37,73.0,Henry,14,Central,Mostly Rural,50.3,5637,,14.0,,,,248.4,,
1997,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3475,,2.0,,,,57.6,,
1997,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,4663,,41.0,,,,879.3,,
1997,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,1227,,11.0,,,,896.5,,
1997,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,4113,,0.0,,,,0.0,,
1997,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2368,,29.0,,,,1224.7,,
1997,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,2276,,0.0,,,,0.0,,
1997,44,87.0,Johnson,1,Southern,Completely Rural,100.0,991,,5.0,,,,504.5,,
1997,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,42564,,116.0,,,,272.5,,
1997,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,11241,,36.0,,,,320.3,,
1997,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,5713,,21.0,,,,367.6,,
1997,48,95.0,Knox,9,Central,Mostly Urban,24.3,5220,,8.0,,,,153.3,,
1997,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,65852,,61.0,,,,92.6,,
1997,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,11588,,102.0,,,,880.2,,
1997,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1516,,16.0,,,,1055.4,,
1997,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3836,,33.0,,,,860.3,,
1997,53,105.0,Livingston,11,Central,Mostly Urban,40.8,4234,,7.0,,,,165.3,,
1997,54,107.0,Logan,11,Central,Mostly Urban,39.9,2911,,17.0,,,,584.0,,
1997,55,109.0,McDonough,9,Central,Mostly Urban,29.5,2527,,19.0,,,,751.9,,
1997,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,27852,,121.0,,,,434.4,,
1997,57,113.0,McLean,11,Central,Mostly Urban,16.5,13042,,28.0,,,,214.7,,
1997,58,115.0,Macon,6,Central,Mostly Urban,15.3,11785,,53.0,,,,449.7,,
1997,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,5243,,89.0,,,,1697.5,,
1997,60,119.0,Madison,3,Southern,Mostly Urban,13.3,26370,,283.0,,,,1073.2,,
1997,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4414,,0.0,,,,0.0,,
1997,62,123.0,Marshall,10,Central,Completely Rural,100.0,1292,,1.0,,,,77.4,,
1997,63,125.0,Mason,8,Central,Mostly Rural,77.5,1729,,9.0,,,,520.5,,
1997,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1419,,6.0,,,,422.8,,
1997,65,129.0,Menard,8,Central,Mostly Rural,75.7,1407,,19.0,,,,1350.4,,
1997,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1872,,7.0,,,,373.9,,
1997,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,2854,,29.0,,,,1016.1,,
1997,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,3109,,66.0,,,,2122.9,,
1997,69,137.0,Morgan,7,Central,Mostly Urban,36.2,3639,,0.0,,,,0.0,,
1997,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1544,,7.0,,,,453.4,,
1997,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,5804,,86.0,,,,1481.7,,
1997,72,143.0,Peoria,10,Central,Mostly Urban,14.6,18249,,4.0,,,,21.9,,
1997,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2214,,17.0,,,,767.8,,
1997,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1720,,9.0,,,,523.3,,
1997,75,149.0,Pike,8,Central,Mostly Rural,72.3,1807,,0.0,,,,0.0,,
1997,76,151.0,Pope,1,Southern,Completely Rural,100.0,417,,3.0,,,,719.4,,
1997,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,880,,0.0,,,,0.0,,
1997,78,155.0,Putnam,10,Central,Completely Rural,100.0,639,,5.0,,,,782.5,,
1997,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,3315,,0.0,,,,0.0,,
