year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,addiction,delinquency,mrai,trauncy,addiction_rate,delinquency_rate,mrai_rate,trauncy_rate
1996,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,5517,0.0,25.0,0.0,0.0,0.0,453.1,0.0,0.0
1996,48,95.0,Knox,9,Central,Mostly Urban,24.3,5298,0.0,50.0,0.0,0.0,0.0,943.8,0.0,0.0
1996,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,64093,0.0,148.0,0.0,0.0,0.0,230.9,0.0,0.0
1996,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,11562,0.0,95.0,0.0,0.0,0.0,821.7,0.0,0.0
1996,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1550,0.0,7.0,0.0,0.0,0.0,451.6,0.0,0.0
1996,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,53,105.0,Livingston,11,Central,Mostly Urban,40.8,4229,0.0,59.0,3.0,1.0,0.0,1395.1,70.9,23.6
1996,54,107.0,Logan,11,Central,Mostly Urban,39.9,2938,0.0,41.0,3.0,1.0,0.0,1395.5,102.1,34.0
1996,55,109.0,McDonough,9,Central,Mostly Urban,29.5,2568,0.0,5.0,0.0,0.0,0.0,194.7,0.0,0.0
1996,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,27043,0.0,84.0,0.0,0.0,0.0,310.6,0.0,0.0
1996,57,113.0,McLean,11,Central,Mostly Urban,16.5,12937,0.0,88.0,1.0,0.0,0.0,680.2,7.7,0.0
1996,58,115.0,Macon,6,Central,Mostly Urban,15.3,12035,0.0,153.0,0.0,0.0,0.0,1271.3,0.0,0.0
1996,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,5288,0.0,32.0,0.0,0.0,0.0,605.1,0.0,0.0
1996,60,119.0,Madison,3,Southern,Mostly Urban,13.3,26261,0.0,221.0,0.0,0.0,0.0,841.6,0.0,0.0
1996,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,62,123.0,Marshall,10,Central,Completely Rural,100.0,1309,0.0,11.0,0.0,0.0,0.0,840.3,0.0,0.0
1996,63,125.0,Mason,8,Central,Mostly Rural,77.5,1738,0.0,15.0,0.0,0.0,0.0,863.1,0.0,0.0
1996,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1432,0.0,5.0,0.0,0.0,0.0,349.2,0.0,0.0
1996,65,129.0,Menard,8,Central,Mostly Rural,75.7,1399,0.0,18.0,0.0,0.0,0.0,1286.6,0.0,0.0
1996,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,2789,0.0,12.0,0.0,0.0,0.0,430.3,0.0,0.0
1996,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,3119,0.0,37.0,0.0,0.0,0.0,1186.3,0.0,0.0
1996,69,137.0,Morgan,7,Central,Mostly Urban,36.2,3687,0.0,23.0,0.0,0.0,0.0,623.8,0.0,0.0
1996,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1539,0.0,12.0,0.0,0.0,0.0,779.7,0.0,0.0
1996,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,5759,0.0,50.0,1.0,0.0,0.0,868.2,17.4,0.0
1996,72,143.0,Peoria,10,Central,Mostly Urban,14.6,18505,0.0,475.0,0.0,5.0,0.0,2566.9,0.0,27.0
1996,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2267,0.0,8.0,0.0,0.0,0.0,352.9,0.0,0.0
1996,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1711,0.0,2.0,0.0,0.0,0.0,116.9,0.0,0.0
1996,75,149.0,Pike,8,Central,Mostly Rural,72.3,1816,0.0,8.0,0.0,1.0,0.0,440.5,0.0,55.1
1996,76,151.0,Pope,1,Southern,Completely Rural,100.0,425,0.0,1.0,0.0,0.0,0.0,235.3,0.0,0.0
1996,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,890,0.0,14.0,0.0,0.0,0.0,1573.0,0.0,0.0
1996,78,155.0,Putnam,10,Central,Completely Rural,100.0,623,0.0,18.0,0.0,0.0,0.0,2889.2,0.0,0.0
1996,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,3381,0.0,42.0,1.0,2.0,0.0,1242.2,29.6,59.2
1996,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1719,0.0,38.0,0.0,0.0,0.0,2210.6,0.0,0.0
1996,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,14818,0.0,127.0,0.0,0.0,0.0,857.1,0.0,0.0
1996,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,29566,0.0,301.0,1.0,74.0,0.0,1018.1,3.4,250.3
1996,83,165.0,Saline,1,Southern,Mostly Urban,43.7,2779,0.0,7.0,0.0,0.0,0.0,251.9,0.0,0.0
1996,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,19162,0.0,105.0,0.0,0.0,0.0,548.0,0.0,0.0
1996,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,752,0.0,19.0,0.0,0.0,0.0,2526.6,0.0,0.0
1996,86,171.0,Scott,7,Central,Completely Rural,100.0,581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2499,0.0,20.0,0.0,0.0,0.0,800.3,0.0,0.0
1996,88,175.0,Stark,10,Central,Completely Rural,100.0,686,0.0,15.0,0.0,0.0,0.0,2186.6,0.0,0.0
1996,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,5168,0.0,54.0,0.0,0.0,0.0,1044.9,0.0,0.0
1996,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,13303,0.0,169.0,0.0,0.0,0.0,1270.4,0.0,0.0
1996,91,181.0,Union,1,Southern,Mostly Rural,65.9,1832,0.0,14.0,0.0,0.0,0.0,764.2,0.0,0.0
1996,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,8709,0.0,144.0,0.0,0.0,0.0,1653.5,0.0,0.0
1996,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1372,0.0,21.0,0.0,0.0,0.0,1530.6,0.0,0.0
1996,94,187.0,Warren,9,Central,Mostly Urban,45.5,1968,0.0,74.0,1.0,0.0,0.0,3760.2,50.8,0.0
1996,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1704,0.0,6.0,0.0,3.0,0.0,352.1,0.0,176.1
1996,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1740,0.0,2.0,0.0,0.0,0.0,114.9,0.0,0.0
1996,97,193.0,White,2,Southern,Mostly Rural,62.0,1527,0.0,14.0,0.0,0.0,0.0,916.8,0.0,0.0
1996,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,6495,0.0,122.0,2.0,11.0,0.0,1878.4,30.8,169.4
1996,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,49899,0.0,303.0,0.0,0.0,0.0,607.2,0.0,0.0
1996,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5779,0.0,1.0,0.0,0.0,0.0,17.3,0.0,0.0
1996,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,28103,0.0,231.0,0.0,0.0,0.0,822.0,0.0,0.0
1996,102,203.0,Woodford,11,Central,Mostly Rural,54.9,4039,0.0,22.0,0.0,1.0,0.0,544.7,0.0,24.8
1997,1,1.0,Adams,8,Central,Mostly Urban,32.6,7118,0.0,50.0,0.0,0.0,0.0,702.4,0.0,0.0
1997,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1069,0.0,8.0,1.0,0.0,0.0,748.4,93.5,0.0
1997,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1595,0.0,19.0,0.0,1.0,0.0,1191.2,0.0,62.7
