year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,abuse_neglect,delinquency,other,abuse_neglect_rate,delinquency_rate,other_rate
1996,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1550,43.0,5.0,3.0,2774.2,322.6,193.5
1996,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3843,95.0,20.0,6.0,2472.0,520.4,156.1
1996,53,105.0,Livingston,11,Central,Mostly Urban,40.8,4229,97.0,42.0,12.0,2293.7,993.1,283.8
1996,54,107.0,Logan,11,Central,Mostly Urban,39.9,2938,62.0,25.0,18.0,2110.3,850.9,612.7
1996,55,109.0,McDonough,9,Central,Mostly Urban,29.5,2568,24.0,15.0,2.0,934.6,584.1,77.9
1996,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,27043,256.0,76.0,6.0,946.6,281.0,22.2
1996,57,113.0,McLean,11,Central,Mostly Urban,16.5,12937,179.0,78.0,34.0,1383.6,602.9,262.8
1996,58,115.0,Macon,6,Central,Mostly Urban,15.3,12035,355.0,108.0,77.0,2949.7,897.4,639.8
1996,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,5288,105.0,21.0,5.0,1985.6,397.1,94.6
1996,60,119.0,Madison,3,Southern,Mostly Urban,13.3,26261,729.0,336.0,33.0,2776.0,1279.5,125.7
1996,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4458,124.0,46.0,1.0,2781.5,1031.9,22.4
1996,62,123.0,Marshall,10,Central,Completely Rural,100.0,1309,27.0,4.0,3.0,2062.6,305.6,229.2
1996,63,125.0,Mason,8,Central,Mostly Rural,77.5,1738,35.0,14.0,0.0,2013.8,805.5,0.0
1996,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1432,15.0,7.0,1.0,1047.5,488.8,69.8
1996,65,129.0,Menard,8,Central,Mostly Rural,75.7,1399,33.0,3.0,3.0,2358.8,214.4,214.4
1996,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1888,23.0,0.0,3.0,1218.2,0.0,158.9
1996,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,2789,3.0,1.0,31.0,107.6,35.9,1111.5
1996,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,3119,98.0,9.0,7.0,3142.0,288.6,224.4
1996,69,137.0,Morgan,7,Central,Mostly Urban,36.2,3687,51.0,31.0,9.0,1383.2,840.8,244.1
1996,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1539,35.0,2.0,0.0,2274.2,130.0,0.0
1996,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,5759,129.0,24.0,7.0,2240.0,416.7,121.5
1996,72,143.0,Peoria,10,Central,Mostly Urban,14.6,18505,410.0,193.0,24.0,2215.6,1043.0,129.7
1996,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2267,0.0,0.0,46.0,0.0,0.0,2029.1
1996,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1711,16.0,13.0,3.0,935.1,759.8,175.3
1996,75,149.0,Pike,8,Central,Mostly Rural,72.3,1816,45.0,4.0,5.0,2478.0,220.3,275.3
1996,76,151.0,Pope,1,Southern,Completely Rural,100.0,425,14.0,5.0,0.0,3294.1,1176.5,0.0
1996,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,890,34.0,8.0,1.0,3820.2,898.9,112.4
1996,78,155.0,Putnam,10,Central,Completely Rural,100.0,623,10.0,1.0,0.0,1605.1,160.5,0.0
1996,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,3381,53.0,20.0,0.0,1567.6,591.5,0.0
1996,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1719,79.0,21.0,0.0,4595.7,1221.6,0.0
1996,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,14818,161.0,100.0,2.0,1086.5,674.9,13.5
1996,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,29566,618.0,153.0,100.0,2090.2,517.5,338.2
1996,83,165.0,Saline,1,Southern,Mostly Urban,43.7,2779,94.0,31.0,10.0,3382.5,1115.5,359.8
1996,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,19162,133.0,203.0,9.0,694.1,1059.4,47.0
1996,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,752,28.0,4.0,0.0,3723.4,531.9,0.0
1996,86,171.0,Scott,7,Central,Completely Rural,100.0,581,16.0,1.0,5.0,2753.9,172.1,860.6
1996,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2499,23.0,10.0,4.0,920.4,400.2,160.1
1996,88,175.0,Stark,10,Central,Completely Rural,100.0,686,19.0,6.0,0.0,2769.7,874.6,0.0
1996,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,5168,181.0,45.0,6.0,3502.3,870.7,116.1
1996,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,13303,344.0,73.0,8.0,2585.9,548.7,60.1
1996,91,181.0,Union,1,Southern,Mostly Rural,65.9,1832,71.0,4.0,17.0,3875.5,218.3,927.9
1996,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,8709,232.0,85.0,12.0,2663.9,976.0,137.8
1996,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1372,56.0,5.0,0.0,4081.6,364.4,0.0
1996,94,187.0,Warren,9,Central,Mostly Urban,45.5,1968,113.0,6.0,3.0,5741.9,304.9,152.4
1996,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1704,40.0,2.0,2.0,2347.4,117.4,117.4
1996,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1740,22.0,7.0,0.0,1264.4,402.3,0.0
1996,97,193.0,White,2,Southern,Mostly Rural,62.0,1527,103.0,3.0,1.0,6745.3,196.5,65.5
1996,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,6495,120.0,39.0,20.0,1847.6,600.5,307.9
1996,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,49899,417.0,102.0,127.0,835.7,204.4,254.5
1996,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5779,61.0,41.0,11.0,1055.5,709.5,190.3
1996,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,28103,481.0,485.0,26.0,1711.6,1725.8,92.5
1996,102,203.0,Woodford,11,Central,Mostly Rural,54.9,4039,61.0,23.0,2.0,1510.3,569.4,49.5
1997,1,1.0,Adams,8,Central,Mostly Urban,32.6,7118,83.0,65.0,27.0,1166.1,913.2,379.3
1997,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1069,45.0,0.0,13.0,4209.5,0.0,1216.1
1997,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1595,38.0,2.0,3.0,2382.4,125.4,188.1
1997,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,4550,80.0,16.0,0.0,1758.2,351.6,0.0
1997,5,9.0,Brown,8,Central,Mostly Urban,41.1,516,6.0,0.0,0.0,1162.8,0.0,0.0
1997,6,11.0,Bureau,13,Central,Mostly Rural,57.4,3808,165.0,11.0,5.0,4333.0,288.9,131.3
1997,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,509,4.0,1.0,0.0,785.9,196.5,0.0
1997,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1811,78.0,19.0,0.0,4307.0,1049.1,0.0
1997,9,17.0,Cass,8,Central,Mostly Rural,52.1,1388,102.0,3.0,10.0,7348.7,216.1,720.5
1997,10,19.0,Champaign,6,Central,Mostly Urban,12.7,14549,176.0,127.0,3.0,1209.7,872.9,20.6
1997,11,21.0,Christian,4,Central,Mostly Urban,43.5,3572,172.0,11.0,0.0,4815.2,308.0,0.0
1997,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1709,53.0,0.0,0.0,3101.2,0.0,0.0
1997,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1447,59.0,5.0,1.0,4077.4,345.5,69.1
1997,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3749,147.0,12.0,4.0,3921.0,320.1,106.7
1997,15,29.0,Coles,5,Central,Mostly Urban,24.3,4340,155.0,21.0,5.0,3571.4,483.9,115.2
1997,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,515690,16109.0,4638.0,5.0,3123.8,899.4,1.0
1997,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,2080,40.0,6.0,0.0,1923.1,288.5,0.0
1997,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,1258,25.0,1.0,1.0,1987.3,79.5,79.5
1997,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,7586,129.0,75.0,32.0,1700.5,988.7,421.8
1997,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1692,80.0,5.0,1.0,4728.1,295.5,59.1
1997,21,41.0,Douglas,6,Central,Mostly Rural,61.6,2277,33.0,4.0,1.0,1449.3,175.7,43.9
1997,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,89771,1434.0,169.0,61.0,1597.4,188.3,68.0
1997,23,45.0,Edgar,5,Central,Mostly Rural,51.8,2100,83.0,7.0,0.0,3952.4,333.3,0.0
1997,24,47.0,Edwards,2,Southern,Completely Rural,100.0,689,12.0,6.0,0.0,1741.7,870.8,0.0
1997,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,3945,170.0,5.0,9.0,4309.3,126.7,228.1
1997,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,2207,128.0,11.0,20.0,5799.7,498.4,906.2
1997,27,53.0,Ford,11,Central,Mostly Urban,41.8,1589,37.0,16.0,18.0,2328.5,1006.9,1132.8
1997,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,3918,134.0,24.0,7.0,3420.1,612.6,178.7
1997,29,57.0,Fulton,9,Central,Mostly Rural,60.0,3720,78.0,30.0,3.0,2096.8,806.5,80.6
1997,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,601,20.0,5.0,0.0,3327.8,831.9,0.0
1997,31,61.0,Greene,7,Central,Mostly Rural,70.8,1639,15.0,7.0,0.0,915.2,427.1,0.0
1997,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4048,97.0,8.0,26.0,2396.2,197.6,642.3
1997,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,862,14.0,3.0,1.0,1624.1,348.0,116.0
1997,34,67.0,Hancock,9,Central,Mostly Rural,71.0,2220,26.0,10.0,5.0,1171.2,450.5,225.2
1997,35,69.0,Hardin,2,Southern,Completely Rural,100.0,424,5.0,0.0,7.0,1179.2,0.0,1650.9
1997,36,71.0,Henderson,9,Central,Mostly Rural,99.7,847,4.0,3.0,0.0,472.3,354.2,0.0
1997,37,73.0,Henry,14,Central,Mostly Rural,50.3,5637,49.0,33.0,15.0,869.3,585.4,266.1
1997,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3475,84.0,8.0,22.0,2417.3,230.2,633.1
1997,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,4663,82.0,15.0,2.0,1758.5,321.7,42.9
1997,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,1227,43.0,3.0,4.0,3504.5,244.5,326.0
1997,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,4113,43.0,31.0,8.0,1045.5,753.7,194.5
1997,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2368,34.0,5.0,1.0,1435.8,211.1,42.2
1997,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,2276,10.0,10.0,0.0,439.4,439.4,0.0
1997,44,87.0,Johnson,1,Southern,Completely Rural,100.0,991,73.0,16.0,3.0,7366.3,1614.5,302.7
1997,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,42564,953.0,133.0,26.0,2239.0,312.5,61.1
1997,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,11241,211.0,70.0,24.0,1877.1,622.7,213.5
1997,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,5713,65.0,31.0,6.0,1137.8,542.6,105.0
1997,48,95.0,Knox,9,Central,Mostly Urban,24.3,5220,54.0,30.0,0.0,1034.5,574.7,0.0
1997,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,65852,764.0,434.0,42.0,1160.2,659.1,63.8
1997,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,11588,284.0,66.0,48.0,2450.8,569.6,414.2
1997,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1516,30.0,4.0,5.0,1978.9,263.9,329.8
1997,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3836,147.0,20.0,0.0,3832.1,521.4,0.0
1997,53,105.0,Livingston,11,Central,Mostly Urban,40.8,4234,36.0,29.0,2.0,850.3,684.9,47.2
1997,54,107.0,Logan,11,Central,Mostly Urban,39.9,2911,60.0,6.0,8.0,2061.1,206.1,274.8
1997,55,109.0,McDonough,9,Central,Mostly Urban,29.5,2527,24.0,9.0,0.0,949.7,356.2,0.0
1997,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,27852,525.0,73.0,15.0,1885.0,262.1,53.9
1997,57,113.0,McLean,11,Central,Mostly Urban,16.5,13042,192.0,92.0,29.0,1472.2,705.4,222.4
1997,58,115.0,Macon,6,Central,Mostly Urban,15.3,11785,337.0,47.0,86.0,2859.6,398.8,729.7
1997,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,5243,81.0,22.0,2.0,1544.9,419.6,38.1
1997,60,119.0,Madison,3,Southern,Mostly Urban,13.3,26370,714.0,290.0,46.0,2707.6,1099.7,174.4
1997,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4414,104.0,42.0,22.0,2356.1,951.5,498.4
1997,62,123.0,Marshall,10,Central,Completely Rural,100.0,1292,27.0,6.0,5.0,2089.8,464.4,387.0
1997,63,125.0,Mason,8,Central,Mostly Rural,77.5,1729,52.0,19.0,0.0,3007.5,1098.9,0.0
1997,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1419,26.0,2.0,3.0,1832.3,140.9,211.4
1997,65,129.0,Menard,8,Central,Mostly Rural,75.7,1407,36.0,0.0,2.0,2558.6,0.0,142.1
1997,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1872,25.0,12.0,2.0,1335.5,641.0,106.8
1997,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,2854,68.0,4.0,2.0,2382.6,140.2,70.1
1997,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,3109,107.0,10.0,14.0,3441.6,321.6,450.3
1997,69,137.0,Morgan,7,Central,Mostly Urban,36.2,3639,22.0,35.0,7.0,604.6,961.8,192.4
1997,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1544,28.0,3.0,0.0,1813.5,194.3,0.0
1997,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,5804,122.0,17.0,5.0,2102.0,292.9,86.1
1997,72,143.0,Peoria,10,Central,Mostly Urban,14.6,18249,355.0,171.0,27.0,1945.3,937.0,148.0
1997,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2214,39.0,4.0,7.0,1761.5,180.7,316.2
1997,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1720,16.0,11.0,1.0,930.2,639.5,58.1
1997,75,149.0,Pike,8,Central,Mostly Rural,72.3,1807,38.0,7.0,6.0,2102.9,387.4,332.0
1997,76,151.0,Pope,1,Southern,Completely Rural,100.0,417,22.0,1.0,0.0,5275.8,239.8,0.0
1997,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,880,27.0,12.0,0.0,3068.2,1363.6,0.0
1997,78,155.0,Putnam,10,Central,Completely Rural,100.0,639,13.0,3.0,0.0,2034.4,469.5,0.0
1997,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,3315,51.0,9.0,0.0,1538.5,271.5,0.0
1997,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1737,103.0,14.0,0.0,5929.8,806.0,0.0
1997,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,14665,133.0,97.0,2.0,906.9,661.4,13.6
1997,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,29412,753.0,139.0,90.0,2560.2,472.6,306.0
1997,83,165.0,Saline,1,Southern,Mostly Urban,43.7,2750,113.0,28.0,7.0,4109.1,1018.2,254.5
1997,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,19056,107.0,128.0,7.0,561.5,671.7,36.7
1997,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,731,28.0,3.0,1.0,3830.4,410.4,136.8
1997,86,171.0,Scott,7,Central,Completely Rural,100.0,582,22.0,6.0,0.0,3780.1,1030.9,0.0
1997,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2486,12.0,2.0,1.0,482.7,80.5,40.2
1997,88,175.0,Stark,10,Central,Completely Rural,100.0,676,21.0,2.0,2.0,3106.5,295.9,295.9
1997,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,5188,187.0,20.0,9.0,3604.5,385.5,173.5
1997,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,13119,301.0,51.0,1.0,2294.4,388.7,7.6
1997,91,181.0,Union,1,Southern,Mostly Rural,65.9,1828,69.0,8.0,3.0,3774.6,437.6,164.1
1997,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,8626,161.0,115.0,20.0,1866.5,1333.2,231.9
1997,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1368,67.0,4.0,0.0,4897.7,292.4,0.0
1997,94,187.0,Warren,9,Central,Mostly Urban,45.5,1950,111.0,7.0,1.0,5692.3,359.0,51.3
1997,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1722,58.0,0.0,1.0,3368.2,0.0,58.1
1997,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1732,43.0,3.0,1.0,2482.7,173.2,57.7
1997,97,193.0,White,2,Southern,Mostly Rural,62.0,1502,120.0,5.0,2.0,7989.3,332.9,133.2
1997,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,6404,109.0,37.0,8.0,1702.1,577.8,124.9
1997,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,51338,503.0,93.0,55.0,979.8,181.2,107.1
1997,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5788,93.0,29.0,14.0,1606.8,501.0,241.9
1997,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,28270,394.0,304.0,40.0,1393.7,1075.3,141.5
1997,102,203.0,Woodford,11,Central,Mostly Rural,54.9,4001,66.0,28.0,2.0,1649.6,699.8,50.0
1998,1,1.0,Adams,8,Central,Mostly Urban,32.6,7080,98.0,51.0,22.0,1384.2,720.3,310.7
1998,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1053,38.0,0.0,5.0,3608.7,0.0,474.8
1998,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1582,54.0,3.0,2.0,3413.4,189.6,126.4
1998,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,4673,53.0,9.0,2.0,1134.2,192.6,42.8
1998,5,9.0,Brown,8,Central,Mostly Urban,41.1,511,18.0,1.0,0.0,3522.5,195.7,0.0
1998,6,11.0,Bureau,13,Central,Mostly Rural,57.4,3732,158.0,16.0,4.0,4233.7,428.7,107.2
1998,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,501,19.0,2.0,0.0,3792.4,399.2,0.0
1998,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1806,65.0,10.0,0.0,3599.1,553.7,0.0
1998,9,17.0,Cass,8,Central,Mostly Rural,52.1,1374,82.0,7.0,5.0,5968.0,509.5,363.9
1998,10,19.0,Champaign,6,Central,Mostly Urban,12.7,14526,162.0,112.0,6.0,1115.2,771.0,41.3
1998,11,21.0,Christian,4,Central,Mostly Urban,43.5,3539,231.0,31.0,0.0,6527.3,876.0,0.0
1998,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1718,59.0,4.0,0.0,3434.2,232.8,0.0
1998,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1439,47.0,4.0,0.0,3266.2,278.0,0.0
1998,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3730,110.0,11.0,0.0,2949.1,294.9,0.0
1998,15,29.0,Coles,5,Central,Mostly Urban,24.3,4291,167.0,21.0,8.0,3891.9,489.4,186.4
1998,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,518307,14740.0,4333.0,1.0,2843.9,836.0,0.2
1998,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,2069,33.0,6.0,1.0,1595.0,290.0,48.3
1998,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,1250,24.0,2.0,0.0,1920.0,160.0,0.0
1998,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,7725,163.0,93.0,13.0,2110.0,1203.9,168.3
1998,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1682,73.0,7.0,3.0,4340.1,416.2,178.4
1998,21,41.0,Douglas,6,Central,Mostly Rural,61.6,2266,43.0,2.0,0.0,1897.6,88.3,0.0
1998,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,91110,1375.0,164.0,76.0,1509.2,180.0,83.4
1998,23,45.0,Edgar,5,Central,Mostly Rural,51.8,2064,91.0,16.0,0.0,4408.9,775.2,0.0
1998,24,47.0,Edwards,2,Southern,Completely Rural,100.0,671,19.0,3.0,1.0,2831.6,447.1,149.0
1998,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,3963,120.0,9.0,4.0,3028.0,227.1,100.9
1998,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,2185,110.0,18.0,3.0,5034.3,823.8,137.3
1998,27,53.0,Ford,11,Central,Mostly Urban,41.8,1579,34.0,6.0,0.0,2153.3,380.0,0.0
