year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,labor_force_population,employed,unemployed,unemployment_rate
1974,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5766.0,5510.0,256.0,4.4
1974,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,219616.0,214152.0,5464.0,2.5
1974,23,45.0,Edgar,5,Central,Mostly Rural,51.8,9638.0,9290.0,348.0,3.6
1974,24,47.0,Edwards,2,Southern,Completely Rural,100.0,3623.0,3437.0,186.0,5.1
1974,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,12134.0,11580.0,554.0,4.6
1974,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,8163.0,7803.0,360.0,4.4
1974,27,53.0,Ford,11,Central,Mostly Urban,41.8,5007.0,4780.0,227.0,4.5
1974,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,13772.0,12674.0,1098.0,8.0
1974,29,57.0,Fulton,9,Central,Mostly Rural,60.0,12414.0,11935.0,479.0,3.9
1974,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,3055.0,2831.0,224.0,7.3
1974,31,61.0,Greene,7,Central,Mostly Rural,70.8,6556.0,6252.0,304.0,4.6
1974,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,8583.0,8290.0,293.0,3.4
1974,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,3643.0,3299.0,344.0,9.4
1974,34,67.0,Hancock,9,Central,Mostly Rural,71.0,7198.0,6801.0,397.0,5.5
1974,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1925.0,1804.0,121.0,6.3
1974,36,71.0,Henderson,9,Central,Mostly Rural,99.7,2645.0,2502.0,143.0,5.4
1974,37,73.0,Henry,14,Central,Mostly Rural,50.3,25435.0,24832.0,603.0,2.4
1974,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,10129.0,9698.0,431.0,4.3
1974,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,24368.0,23260.0,1108.0,4.5
1974,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,5073.0,4787.0,286.0,5.6
1974,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,16274.0,15459.0,815.0,5.0
1974,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,7327.0,6862.0,465.0,6.3
1974,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,6743.0,6463.0,280.0,4.2
1974,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2759.0,2556.0,203.0,7.4
1974,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,116543.0,112739.0,3804.0,3.3
1974,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,35171.0,33675.0,1496.0,4.3
1974,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,8803.0,8615.0,188.0,2.1
1974,48,95.0,Knox,9,Central,Mostly Urban,24.3,27795.0,26818.0,977.0,3.5
1974,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,155038.0,149556.0,5482.0,3.5
1974,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,47757.0,45632.0,2125.0,4.4
1974,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,7729.0,7326.0,403.0,5.2
1974,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,11436.0,10855.0,581.0,5.1
1974,53,105.0,Livingston,11,Central,Mostly Urban,40.8,12186.0,11764.0,422.0,3.5
1974,54,107.0,Logan,11,Central,Mostly Urban,39.9,10557.0,10212.0,345.0,3.3
1974,55,109.0,McDonough,9,Central,Mostly Urban,29.5,11751.0,11279.0,472.0,4.0
1974,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,50278.0,48558.0,1720.0,3.4
1974,57,113.0,McLean,11,Central,Mostly Urban,16.5,54647.0,53140.0,1507.0,2.8
1974,58,115.0,Macon,6,Central,Mostly Urban,15.3,55948.0,53709.0,2239.0,4.0
1974,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,19878.0,18868.0,1010.0,5.1
1974,60,119.0,Madison,3,Southern,Mostly Urban,13.3,106365.0,99902.0,6463.0,6.1
1974,61,121.0,Marion,4,Southern,Mostly Urban,45.1,19947.0,18464.0,1483.0,7.4
1974,62,123.0,Marshall,10,Central,Completely Rural,100.0,4002.0,3836.0,166.0,4.1
1974,63,125.0,Mason,8,Central,Mostly Rural,77.5,4928.0,4807.0,121.0,2.5
1974,64,127.0,Massac,1,Southern,Mostly Rural,50.5,5983.0,5605.0,378.0,6.3
1974,65,129.0,Menard,8,Central,Mostly Rural,75.7,4481.0,4406.0,75.0,1.7
1974,66,131.0,Mercer,14,Central,Mostly Rural,77.8,5142.0,4962.0,180.0,3.5
1974,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7585.0,7361.0,224.0,3.0
1974,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,13220.0,12374.0,846.0,6.4
1974,69,137.0,Morgan,7,Central,Mostly Urban,36.2,16339.0,15653.0,686.0,4.2
1974,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,4162.0,4016.0,146.0,3.5
1974,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,14048.0,13657.0,391.0,2.8
1974,72,143.0,Peoria,10,Central,Mostly Urban,14.6,88834.0,85502.0,3332.0,3.8
1974,73,145.0,Perry,20,Southern,Mostly Urban,43.6,8973.0,8486.0,487.0,5.4
1974,74,147.0,Piatt,6,Central,Mostly Rural,67.7,4821.0,4599.0,222.0,4.6
1974,75,149.0,Pike,8,Central,Mostly Rural,72.3,8757.0,8353.0,404.0,4.6
1974,76,151.0,Pope,1,Southern,Completely Rural,100.0,1098.0,966.0,132.0,12.0
1974,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,2885.0,2725.0,160.0,5.5
1974,78,155.0,Putnam,10,Central,Completely Rural,100.0,2084.0,1949.0,135.0,6.5
1974,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,14917.0,14366.0,551.0,3.7
1974,80,159.0,Richland,2,Southern,Mostly Urban,43.5,7905.0,7555.0,350.0,4.4
1974,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,82560.0,79967.0,2593.0,3.1
1974,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,110023.0,102892.0,7131.0,6.5
1974,83,165.0,Saline,1,Southern,Mostly Urban,43.7,9063.0,8492.0,571.0,6.3
1974,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,81613.0,79023.0,2590.0,3.2
1974,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,2479.0,2393.0,86.0,3.5
1974,86,171.0,Scott,7,Central,Completely Rural,100.0,2676.0,2553.0,123.0,4.6
1974,87,173.0,Shelby,4,Central,Mostly Rural,77.7,8568.0,8067.0,501.0,5.8
1974,88,175.0,Stark,10,Central,Completely Rural,100.0,2227.0,2170.0,57.0,2.6
1974,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,23817.0,22768.0,1049.0,4.4
1974,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,53758.0,52001.0,1757.0,3.3
1974,91,181.0,Union,1,Southern,Mostly Rural,65.9,7211.0,6731.0,480.0,6.7
1974,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,41709.0,39341.0,2368.0,5.7
1974,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,6352.0,6159.0,193.0,3.0
1974,94,187.0,Warren,9,Central,Mostly Urban,45.5,6798.0,6572.0,226.0,3.3
1974,95,189.0,Washington,20,Southern,Mostly Rural,73.6,4171.0,3970.0,201.0,4.8
1974,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,7294.0,6911.0,383.0,5.3
1974,97,193.0,White,2,Southern,Mostly Rural,62.0,5936.0,5613.0,323.0,5.4
1974,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,26573.0,25436.0,1137.0,4.3
1974,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,104770.0,100562.0,4208.0,4.0
1974,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,19079.0,17779.0,1300.0,6.8
1974,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,116417.0,110902.0,5515.0,4.7
1974,102,203.0,Woodford,11,Central,Mostly Rural,54.9,11897.0,11649.0,248.0,2.1
1975,1,1.0,Adams,8,Central,Mostly Urban,32.6,32096.0,29336.0,2760.0,8.6
1975,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,5101.0,4278.0,823.0,16.1
1975,3,5.0,Bond,3,Southern,Mostly Rural,60.7,5757.0,5336.0,421.0,7.3
1975,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,12320.0,11352.0,968.0,7.9
1975,5,9.0,Brown,8,Central,Mostly Urban,41.1,2268.0,2192.0,76.0,3.4
1975,6,11.0,Bureau,13,Central,Mostly Rural,57.4,17537.0,15969.0,1568.0,8.9
1975,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,2383.0,2148.0,235.0,9.9
1975,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,6315.0,5912.0,403.0,6.4
1975,9,17.0,Cass,8,Central,Mostly Rural,52.1,4385.0,4173.0,212.0,4.8
1975,10,19.0,Champaign,6,Central,Mostly Urban,12.7,72196.0,69481.0,2715.0,3.8
1975,11,21.0,Christian,4,Central,Mostly Urban,43.5,16093.0,15474.0,619.0,3.8
1975,12,23.0,Clark,5,Southern,Mostly Rural,59.5,6137.0,5813.0,324.0,5.3
1975,13,25.0,Clay,4,Southern,Mostly Rural,64.7,5900.0,5347.0,553.0,9.4
1975,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,10812.0,10103.0,709.0,6.6
1975,15,29.0,Coles,5,Central,Mostly Urban,24.3,24144.0,22627.0,1517.0,6.3
1975,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,2564216.0,2372908.0,191308.0,7.5
1975,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,8464.0,8065.0,399.0,4.7
1975,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,4399.0,3898.0,501.0,11.4
1975,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,35865.0,33480.0,2385.0,6.6
1975,20,39.0,De Witt,6,Central,Mostly Urban,48.8,5814.0,5275.0,539.0,9.3
1975,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5993.0,5550.0,443.0,7.4
1975,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,217820.0,208419.0,9401.0,4.3
1975,23,45.0,Edgar,5,Central,Mostly Rural,51.8,9895.0,9287.0,608.0,6.1
1975,24,47.0,Edwards,2,Southern,Completely Rural,100.0,3988.0,3593.0,395.0,9.9
1975,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,12688.0,11648.0,1040.0,8.2
1975,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,7888.0,7431.0,457.0,5.8
1975,27,53.0,Ford,11,Central,Mostly Urban,41.8,5206.0,4814.0,392.0,7.5
1975,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,14611.0,12999.0,1612.0,11.0
1975,29,57.0,Fulton,9,Central,Mostly Rural,60.0,12852.0,12022.0,830.0,6.5
1975,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,2887.0,2603.0,284.0,9.8
1975,31,61.0,Greene,7,Central,Mostly Rural,70.8,6983.0,6331.0,652.0,9.3
1975,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,8859.0,8350.0,509.0,5.7
1975,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,3446.0,2979.0,467.0,13.6
1975,34,67.0,Hancock,9,Central,Mostly Rural,71.0,7540.0,6851.0,689.0,9.1
1975,35,69.0,Hardin,2,Southern,Completely Rural,100.0,2086.0,1842.0,244.0,11.7
1975,36,71.0,Henderson,9,Central,Mostly Rural,99.7,2768.0,2520.0,248.0,9.0
1975,37,73.0,Henry,14,Central,Mostly Rural,50.3,25389.0,24120.0,1269.0,5.0
1975,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,10514.0,9768.0,746.0,7.1
1975,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,26428.0,24718.0,1710.0,6.5
1975,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,5353.0,4815.0,538.0,10.1
1975,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,16337.0,15433.0,904.0,5.5
1975,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,7452.0,6998.0,454.0,6.1
1975,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,6995.0,6510.0,485.0,6.9
1975,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2920.0,2622.0,298.0,10.2
1975,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,116265.0,109721.0,6544.0,5.6
1975,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,39796.0,36052.0,3744.0,9.4
1975,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,9003.0,8678.0,325.0,3.6
1975,48,95.0,Knox,9,Central,Mostly Urban,24.3,28324.0,25977.0,2347.0,8.3
1975,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,154984.0,145552.0,9432.0,6.1
1975,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,49148.0,45927.0,3221.0,6.6
1975,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,8367.0,7517.0,850.0,10.2
1975,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,11941.0,10934.0,1007.0,8.4
1975,53,105.0,Livingston,11,Central,Mostly Urban,40.8,12581.0,11850.0,731.0,5.8
1975,54,107.0,Logan,11,Central,Mostly Urban,39.9,10884.0,10286.0,598.0,5.5
1975,55,109.0,McDonough,9,Central,Mostly Urban,29.5,12180.0,11361.0,819.0,6.7
1975,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,50217.0,47258.0,2959.0,5.9
1975,57,113.0,McLean,11,Central,Mostly Urban,16.5,54550.0,52293.0,2257.0,4.1
1975,58,115.0,Macon,6,Central,Mostly Urban,15.3,57663.0,52417.0,5246.0,9.1
1975,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,19842.0,18842.0,1000.0,5.0
1975,60,119.0,Madison,3,Southern,Mostly Urban,13.3,107655.0,98436.0,9219.0,8.6
1975,61,121.0,Marion,4,Southern,Mostly Urban,45.1,20277.0,17731.0,2546.0,12.6
1975,62,123.0,Marshall,10,Central,Completely Rural,100.0,4150.0,3867.0,283.0,6.8
1975,63,125.0,Mason,8,Central,Mostly Rural,77.5,5053.0,4842.0,211.0,4.2
1975,64,127.0,Massac,1,Southern,Mostly Rural,50.5,6731.0,6175.0,556.0,8.3
1975,65,129.0,Menard,8,Central,Mostly Rural,75.7,4587.0,4466.0,121.0,2.6
1975,66,131.0,Mercer,14,Central,Mostly Rural,77.8,5310.0,4998.0,312.0,5.9
1975,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7573.0,7253.0,320.0,4.2
1975,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,13003.0,11994.0,1009.0,7.8
1975,69,137.0,Morgan,7,Central,Mostly Urban,36.2,15936.0,15228.0,708.0,4.4
1975,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,4298.0,4045.0,253.0,5.9
1975,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,14433.0,13756.0,677.0,4.7
1975,72,143.0,Peoria,10,Central,Mostly Urban,14.6,94290.0,90029.0,4261.0,4.5
1975,73,145.0,Perry,20,Southern,Mostly Urban,43.6,9772.0,9084.0,688.0,7.0
1975,74,147.0,Piatt,6,Central,Mostly Rural,67.7,5018.0,4632.0,386.0,7.7
1975,75,149.0,Pike,8,Central,Mostly Rural,72.3,8494.0,7812.0,682.0,8.0
1975,76,151.0,Pope,1,Southern,Completely Rural,100.0,1260.0,1021.0,239.0,19.0
1975,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,3131.0,2885.0,246.0,7.9
1975,78,155.0,Putnam,10,Central,Completely Rural,100.0,2166.0,1962.0,204.0,9.4
1975,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,14565.0,13917.0,648.0,4.4
1975,80,159.0,Richland,2,Southern,Mostly Urban,43.5,7718.0,7042.0,676.0,8.8
1975,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,83130.0,77674.0,5456.0,6.6
1975,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,111555.0,101383.0,10172.0,9.1
1975,83,165.0,Saline,1,Southern,Mostly Urban,43.7,9548.0,8710.0,838.0,8.8
1975,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,84290.0,80091.0,4199.0,5.0
1975,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,2558.0,2410.0,148.0,5.8
1975,86,171.0,Scott,7,Central,Completely Rural,100.0,2610.0,2483.0,127.0,4.9
1975,87,173.0,Shelby,4,Central,Mostly Rural,77.7,9262.0,8573.0,689.0,7.4
1975,88,175.0,Stark,10,Central,Completely Rural,100.0,2286.0,2186.0,100.0,4.4
1975,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,23599.0,21120.0,2479.0,10.5
1975,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,57000.0,54754.0,2246.0,3.9
1975,91,181.0,Union,1,Southern,Mostly Rural,65.9,7126.0,6477.0,649.0,9.1
1975,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,42512.0,38468.0,4044.0,9.5
1975,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,6856.0,6510.0,346.0,5.0
1975,94,187.0,Warren,9,Central,Mostly Urban,45.5,7012.0,6620.0,392.0,5.6
1975,95,189.0,Washington,20,Southern,Mostly Rural,73.6,4347.0,3999.0,348.0,8.0
1975,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,7418.0,6768.0,650.0,8.8
1975,97,193.0,White,2,Southern,Mostly Rural,62.0,6160.0,5617.0,543.0,8.8
1975,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,26474.0,24121.0,2353.0,8.9
1975,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,105109.0,97869.0,7240.0,6.9
1975,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,20143.0,18235.0,1908.0,9.5
1975,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,117325.0,106115.0,11210.0,9.6
1975,102,203.0,Woodford,11,Central,Mostly Rural,54.9,12583.0,12266.0,317.0,2.5
1976,1,1.0,Adams,8,Central,Mostly Urban,32.6,33625.0,30654.0,2971.0,8.8
1976,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,5082.0,4378.0,704.0,13.9
1976,3,5.0,Bond,3,Southern,Mostly Rural,60.7,6040.0,5550.0,490.0,8.1
1976,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,12269.0,11508.0,761.0,6.2
1976,5,9.0,Brown,8,Central,Mostly Urban,41.1,2371.0,2290.0,81.0,3.4
1976,6,11.0,Bureau,13,Central,Mostly Rural,57.4,17761.0,16460.0,1301.0,7.3
1976,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,2405.0,2213.0,192.0,8.0
1976,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,6315.0,5977.0,338.0,5.4
1976,9,17.0,Cass,8,Central,Mostly Rural,52.1,4394.0,4219.0,175.0,4.0
1976,10,19.0,Champaign,6,Central,Mostly Urban,12.7,73800.0,70802.0,2998.0,4.1
1976,11,21.0,Christian,4,Central,Mostly Urban,43.5,14615.0,14097.0,518.0,3.5
1976,12,23.0,Clark,5,Southern,Mostly Rural,59.5,6165.0,5883.0,282.0,4.6
1976,13,25.0,Clay,4,Southern,Mostly Rural,64.7,5890.0,5431.0,459.0,7.8
1976,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,10889.0,10340.0,549.0,5.0
1976,15,29.0,Coles,5,Central,Mostly Urban,24.3,24904.0,23703.0,1201.0,4.8
1976,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,2592991.0,2408318.0,184673.0,7.1
1976,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,8753.0,8424.0,329.0,3.8
1976,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,4480.0,4083.0,397.0,8.9
1976,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,37278.0,35304.0,1974.0,5.3
1976,20,39.0,De Witt,6,Central,Mostly Urban,48.8,5776.0,5333.0,443.0,7.7
1976,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5976.0,5612.0,364.0,6.1
1976,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,220604.0,211529.0,9075.0,4.1
1976,23,45.0,Edgar,5,Central,Mostly Rural,51.8,9810.0,9353.0,457.0,4.7
1976,24,47.0,Edwards,2,Southern,Completely Rural,100.0,4046.0,3744.0,302.0,7.5
1976,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,13868.0,13147.0,721.0,5.2
1976,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,8489.0,8055.0,434.0,5.1
1976,27,53.0,Ford,11,Central,Mostly Urban,41.8,5191.0,4868.0,323.0,6.2
1976,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,15642.0,14074.0,1568.0,10.0
1976,29,57.0,Fulton,9,Central,Mostly Rural,60.0,12838.0,12155.0,683.0,5.3
1976,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,2876.0,2571.0,305.0,10.6
1976,31,61.0,Greene,7,Central,Mostly Rural,70.8,7253.0,6783.0,470.0,6.5
1976,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,8861.0,8443.0,418.0,4.7
1976,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,3150.0,2769.0,381.0,12.1
1976,34,67.0,Hancock,9,Central,Mostly Rural,71.0,7494.0,6927.0,567.0,7.6
1976,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1881.0,1661.0,220.0,11.7
1976,36,71.0,Henderson,9,Central,Mostly Rural,99.7,2752.0,2548.0,204.0,7.4
1976,37,73.0,Henry,14,Central,Mostly Rural,50.3,25659.0,24573.0,1086.0,4.2
1976,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,10491.0,9877.0,614.0,5.9
1976,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,26717.0,24660.0,2057.0,7.7
1976,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,5808.0,5435.0,373.0,6.4
1976,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,15959.0,15021.0,938.0,5.9
1976,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,7699.0,7314.0,385.0,5.0
1976,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,6981.0,6582.0,399.0,5.7
1976,44,87.0,Johnson,1,Southern,Completely Rural,100.0,3129.0,2839.0,290.0,9.3
1976,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,117675.0,111358.0,6317.0,5.4
1976,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,39807.0,36094.0,3713.0,9.3
1976,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,9041.0,8774.0,267.0,3.0
1976,48,95.0,Knox,9,Central,Mostly Urban,24.3,28390.0,26293.0,2097.0,7.4
1976,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,156829.0,147724.0,9105.0,5.8
1976,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,50013.0,47341.0,2672.0,5.3
1976,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,8238.0,7528.0,710.0,8.6
1976,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,11883.0,11055.0,828.0,7.0
1976,53,105.0,Livingston,11,Central,Mostly Urban,40.8,12582.0,11981.0,601.0,4.8
1976,54,107.0,Logan,11,Central,Mostly Urban,39.9,10892.0,10400.0,492.0,4.5
1976,55,109.0,McDonough,9,Central,Mostly Urban,29.5,12160.0,11487.0,673.0,5.5
1976,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,50820.0,47963.0,2857.0,5.6
1976,57,113.0,McLean,11,Central,Mostly Urban,16.5,54393.0,52246.0,2147.0,3.9
1976,58,115.0,Macon,6,Central,Mostly Urban,15.3,57196.0,53015.0,4181.0,7.3
1976,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,20171.0,19093.0,1078.0,5.3
1976,60,119.0,Madison,3,Southern,Mostly Urban,13.3,107879.0,100746.0,7133.0,6.6
1976,61,121.0,Marion,4,Southern,Mostly Urban,45.1,19679.0,17222.0,2457.0,12.5
1976,62,123.0,Marshall,10,Central,Completely Rural,100.0,4142.0,3909.0,233.0,5.6
1976,63,125.0,Mason,8,Central,Mostly Rural,77.5,5068.0,4895.0,173.0,3.4
1976,64,127.0,Massac,1,Southern,Mostly Rural,50.5,6416.0,5812.0,604.0,9.4
1976,65,129.0,Menard,8,Central,Mostly Rural,75.7,4699.0,4569.0,130.0,2.8
1976,66,131.0,Mercer,14,Central,Mostly Rural,77.8,5310.0,5054.0,256.0,4.8
1976,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7671.0,7423.0,248.0,3.2
1976,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,12197.0,11323.0,874.0,7.2
1976,69,137.0,Morgan,7,Central,Mostly Urban,36.2,16234.0,15456.0,778.0,4.8
1976,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,4298.0,4090.0,208.0,4.8
1976,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,14466.0,13909.0,557.0,3.9
1976,72,143.0,Peoria,10,Central,Mostly Urban,14.6,95418.0,90781.0,4637.0,4.9
